player_id,first_name,last_name,name,last_season,current_club_id,player_code,country_of_birth,city_of_birth,country_of_citizenship,date_of_birth,sub_position,position,foot,height_in_cm,contract_expiration_date,agent_name,image_url,url,current_club_domestic_competition_id,current_club_name,market_value_in_eur,highest_market_value_in_eur
3163,Frank,Lampard,Frank Lampard,2014,281,frank-lampard,England,London,England,1978-06-20,Central Midfield,Midfield,right,184,,,https://img.a.transfermarkt.technology/portrait/header/3163-1674475335.jpg?lm=1,https://www.transfermarkt.co.uk/frank-lampard/profil/spieler/3163,GB1,Manchester City Football Club,1000000,45000000
3165,,Cris,Cris,2012,141,cris,Brazil,Guarulhos,Brazil,1977-06-03,Centre-Back,Defender,right,183,,Rafaela Pimenta,https://img.a.transfermarkt.technology/portrait/header/s_3165_978_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/cris/profil/spieler/3165,TR1,Galatasaray Spor KulÃ¼bÃ¼,250000,15000000
3170,Simon,Cziommer,Simon Cziommer,2014,1304,simon-cziommer,Germany,Nordhorn,Germany,1980-11-06,Central Midfield,Midfield,,,,,https://img.a.transfermarkt.technology/portrait/header/3170-1441793502.jpg?lm=1,https://www.transfermarkt.co.uk/simon-cziommer/profil/spieler/3170,NL1,Heracles Almelo,400000,3200000
3172,Quique,de Lucas,Quique de Lucas,2012,940,quique-de-lucas,Spain,L'Hospitalet de Llobregat,Spain,1978-08-17,Attacking Midfield,Midfield,right,175,,,https://img.a.transfermarkt.technology/portrait/header/3172-1568104853.jpg?lm=1,https://www.transfermarkt.co.uk/quique-de-lucas/profil/spieler/3172,ES1,Real Club Celta de Vigo S. A. D.,100000,4000000
3176,Eidur,Gudjohnsen,Eidur Gudjohnsen,2013,2282,eidur-gudjohnsen,Iceland,ReykjavÃ­k,Iceland,1978-09-15,Centre-Forward,Attack,right,185,,Total Football,https://img.a.transfermarkt.technology/portrait/header/3176-1462872872.jpg?lm=1,https://www.transfermarkt.co.uk/eidur-gudjohnsen/profil/spieler/3176,BE1,Club Brugge Koninklijke Voetbalvereniging,200000,12000000
3179,Carlton,Cole,Carlton Cole,2015,371,carlton-cole,England,London,England,1983-10-12,Centre-Forward,Attack,right,191,,,https://img.a.transfermarkt.technology/portrait/header/s_3179_379_2014_01_15_1.jpg?lm=1,https://www.transfermarkt.co.uk/carlton-cole/profil/spieler/3179,SC1,The Celtic Football Club,500000,9000000
3182,Ashley,Cole,Ashley Cole,2015,12,ashley-cole,England,London,England,1980-12-20,Left-Back,Defender,left,176,,CAA Stellar,https://img.a.transfermarkt.technology/portrait/header/3182-1683297696.jpg?lm=1,https://www.transfermarkt.co.uk/ashley-cole/profil/spieler/3182,IT1,Associazione Sportiva Roma,500000,27000000
3190,Stuart,Taylor,Stuart Taylor,2017,180,stuart-taylor,England,Romford,England,1980-11-28,Goalkeeper,Goalkeeper,right,198,,,https://img.a.transfermarkt.technology/portrait/header/s_3190_281_2009_1.jpg?lm=1,https://www.transfermarkt.co.uk/stuart-taylor/profil/spieler/3190,GB1,Southampton FC,250000,1500000
3195,Jermaine,Pennant,Jermaine Pennant,2013,512,jermaine-pennant,England,Nottingham,England,1983-01-15,Right Winger,Attack,right,173,,Andrew Sky,https://img.a.transfermarkt.technology/portrait/header/s_3195_512_2013_03_08_1.jpg?lm=1,https://www.transfermarkt.co.uk/jermaine-pennant/profil/spieler/3195,GB1,Stoke City,500000,10500000
3201,Stathis,Tavlaridis,Stathis Tavlaridis,2015,265,stathis-tavlaridis,Greece,Serres,Greece,1980-01-25,Centre-Back,Defender,right,186,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/stathis-tavlaridis/profil/spieler/3201,GR1,Panathinaikos Athlitikos Omilos,150000,5000000
3202,Kolo,TourÃ©,Kolo TourÃ©,2016,371,kolo-toure,Cote d'Ivoire,BouakÃ©,Cote d'Ivoire,1981-03-19,Centre-Back,Defender,right,178,,,https://img.a.transfermarkt.technology/portrait/header/3202-1459258220.jpg?lm=1,https://www.transfermarkt.co.uk/kolo-toure/profil/spieler/3202,SC1,The Celtic Football Club,1750000,22000000
3205,David,Bentley,David Bentley,2012,1083,david-bentley,England,Peterborough,England,1984-08-27,Right Midfield,Midfield,right,178,,SEM Group plc.,https://img.a.transfermarkt.technology/portrait/header/3205-1598621595.jpg?lm=1,https://www.transfermarkt.co.uk/david-bentley/profil/spieler/3205,RU1,FK Rostov,3000000,17000000
3216,Milan,Baros,Milan Baros,2013,589,milan-baros,CSSR,ValaÅ¡skÃ© MeziÅ™Ã­ÄÃ­,Czech Republic,1981-10-28,Centre-Forward,Attack,right,183,,,https://img.a.transfermarkt.technology/portrait/header/3216-1578925365.jpg?lm=1,https://www.transfermarkt.co.uk/milan-baros/profil/spieler/3216,TR1,Antalyaspor,250000,17500000
3220,John Arne,Riise,John Arne Riise,2013,931,john-arne-riise,Norway,Ã…lesund,Norway,1980-09-24,Left-Back,Defender,left,185,,,https://img.a.transfermarkt.technology/portrait/header/3220-1465813573.jpg?lm=1,https://www.transfermarkt.co.uk/john-arne-riise/profil/spieler/3220,GB1,Fulham Football Club,700000,15000000
3226,Nicolas,Anelka,Nicolas Anelka,2013,984,nicolas-anelka,France,Le Chesnay,France,1979-03-14,Centre-Forward,Attack,right,186,,,https://img.a.transfermarkt.technology/portrait/header/3226-1683728957.jpg?lm=1,https://www.transfermarkt.co.uk/nicolas-anelka/profil/spieler/3226,GB1,West Bromwich Albion,1000000,30000000
3233,,Chris,Chris,2012,533,chris,Brazil,Blumenau,Brazil,1978-08-25,Centre-Back,Defender,,,,,https://img.a.transfermarkt.technology/portrait/header/s_3233_533_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/chris/profil/spieler/3233,L1,TSG 1899 Hoffenheim FuÃŸball-Spielbetriebs GmbH,300000,3500000
3235,Rio,Ferdinand,Rio Ferdinand,2014,1039,rio-ferdinand,England,London,England,1978-11-07,Centre-Back,Defender,right,189,,,https://img.a.transfermarkt.technology/portrait/header/3235-1592469934.jpg?lm=1,https://www.transfermarkt.co.uk/rio-ferdinand/profil/spieler/3235,GB1,Queens Park Rangers,1000000,35000000
3251,Stephen,Hughes,Stephen Hughes,2012,370,stephen-hughes,Scotland,Motherwell,Scotland,1982-11-14,Central Midfield,Midfield,right,180,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/stephen-hughes/profil/spieler/3251,SC1,Aberdeen Football Club,275000,5000000
3256,Roberto,Hilbert,Roberto Hilbert,2016,15,roberto-hilbert,Germany,Forchheim,Germany,1984-10-16,Right-Back,Defender,right,182,,,https://img.a.transfermarkt.technology/portrait/header/3256-1531469210.jpg?lm=1,https://www.transfermarkt.co.uk/roberto-hilbert/profil/spieler/3256,L1,Bayer 04 Leverkusen FuÃŸball,100000,5000000
3259,Damien,Duff,Damien Duff,2013,931,damien-duff,Ireland,Ballyboden,Ireland,1979-03-02,Right Midfield,Midfield,left,177,,,https://img.a.transfermarkt.technology/portrait/header/3259-1410962728.jpg?lm=1,https://www.transfermarkt.co.uk/damien-duff/profil/spieler/3259,GB1,Fulham Football Club,600000,17000000
3266,JÃ©rÃ©mie,AliadiÃ¨re,JÃ©rÃ©mie AliadiÃ¨re,2016,1158,jeremie-aliadiere,France,Rambouillet,France,1983-03-30,Centre-Forward,Attack,right,183,,Mick Oliver,https://img.a.transfermarkt.technology/portrait/header/s_3266_1158_2012_2.jpg?lm=1,https://www.transfermarkt.co.uk/jeremie-aliadiere/profil/spieler/3266,FR1,Football Club Lorient-Bretagne Sud,500000,4500000
3269,Calvin,Zola,Calvin Zola,2013,370,calvin-zola,Zaire,Kinshasa,DR Congo,1984-12-31,Centre-Forward,Attack,right,191,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/calvin-zola/profil/spieler/3269,SC1,Aberdeen Football Club,300000,500000
3270,Joseph,Yobo,Joseph Yobo,2013,1123,joseph-yobo,Nigeria,Kono,Nigeria,1980-09-06,Centre-Back,Defender,right,188,,,https://img.a.transfermarkt.technology/portrait/header/3270-1404201553.jpg?lm=1,https://www.transfermarkt.co.uk/joseph-yobo/profil/spieler/3270,GB1,Norwich City,750000,11500000
3271,Luke,Young,Luke Young,2012,1039,luke-young,England,Harlow,England,1979-07-19,Right-Back,Defender,right,183,,,https://img.a.transfermarkt.technology/portrait/header/s_3271_405_2009_1.jpg?lm=1,https://www.transfermarkt.co.uk/luke-young/profil/spieler/3271,GB1,Queens Park Rangers,500000,7000000
3273,Matthew,Upson,Matthew Upson,2014,1003,matthew-upson,England,Hartismere,England,1979-04-18,Centre-Back,Defender,left,185,,,https://img.a.transfermarkt.technology/portrait/header/s_3273_379_2009_1.jpg?lm=1,https://www.transfermarkt.co.uk/matthew-upson/profil/spieler/3273,GB1,Leicester City,250000,9000000
3276,Shola,Ameobi,Shola Ameobi,2014,873,shola-ameobi,Nigeria,Zaria,Nigeria,1981-10-12,Centre-Forward,Attack,right,191,,,https://img.a.transfermarkt.technology/portrait/header/s_3276_762_2013_08_07_1.jpg?lm=1,https://www.transfermarkt.co.uk/shola-ameobi/profil/spieler/3276,GB1,Crystal Palace Football Club,500000,6500000
3287,Steve,Banks,Steve Banks,2014,2578,steve-banks,England,London,England,1972-02-09,Goalkeeper,Goalkeeper,right,180,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/steve-banks/profil/spieler/3287,SC1,Saint Johnstone Football Club,50000,400000
3291,Gareth,Barry,Gareth Barry,2017,984,gareth-barry,England,Hastings,England,1981-02-23,Defensive Midfield,Midfield,left,184,,ppsports,https://img.a.transfermarkt.technology/portrait/header/3291-1481886107.jpg?lm=1,https://www.transfermarkt.co.uk/gareth-barry/profil/spieler/3291,GB1,West Bromwich Albion,325000,18500000
3292,Joey,Barton,Joey Barton,2016,1132,joey-barton,England,Huyton,England,1982-09-02,Central Midfield,Midfield,right,180,,Willie McKay,https://img.a.transfermarkt.technology/portrait/header/3292-1484730366.jpg?lm=1,https://www.transfermarkt.co.uk/joey-barton/profil/spieler/3292,GB1,Burnley Football Club,1000000,8600000
3296,Paul,Konchesky,Paul Konchesky,2015,1003,paul-konchesky,England,London,England,1981-05-15,Left-Back,Defender,left,178,,CAA Base Ltd,https://img.a.transfermarkt.technology/portrait/header/3296-1406794775.jpg?lm=1,https://www.transfermarkt.co.uk/paul-konchesky/profil/spieler/3296,GB1,Leicester City,250000,9500000
3297,Craig,Bellamy,Craig Bellamy,2013,603,craig-bellamy,Wales,Cardiff,Wales,1979-07-13,Left Winger,Attack,right,173,,,https://img.a.transfermarkt.technology/portrait/header/3297-1481635425.jpg?lm=1,https://www.transfermarkt.co.uk/craig-bellamy/profil/spieler/3297,GB1,Cardiff City,1000000,13000000
3306,Jonathan,Walters,Jonathan Walters,2018,1132,jonathan-walters,England,Moreton,Ireland,1983-09-20,Right Winger,Attack,right,183,,,https://img.a.transfermarkt.technology/portrait/header/3306-1459258135.jpg?lm=1,https://www.transfermarkt.co.uk/jonathan-walters/profil/spieler/3306,GB1,Burnley Football Club,1500000,5500000
3310,Nicky,Weaver,Nicky Weaver,2013,370,nicky-weaver,England,Sheffield,England,1979-03-02,Goalkeeper,Goalkeeper,right,191,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/nicky-weaver/profil/spieler/3310,SC1,Aberdeen Football Club,250000,2000000
3321,Luke,Wilkshire,Luke Wilkshire,2016,3725,luke-wilkshire,Australia,Wollongong,Australia,1981-10-02,Right-Back,Defender,right,176,,,https://img.a.transfermarkt.technology/portrait/header/3321-1489581306.jpg?lm=1,https://www.transfermarkt.co.uk/luke-wilkshire/profil/spieler/3321,RU1,RFK Akhmat Grozny,100000,5000000
3322,Ben,Williams,Ben Williams,2013,903,ben-williams,England,Manchester,England,1982-08-27,Goalkeeper,Goalkeeper,left,188,,,https://img.a.transfermarkt.technology/portrait/header/s_3322_903_2013_08_08_1.jpg?lm=1,https://www.transfermarkt.co.uk/ben-williams/profil/spieler/3322,SC1,Hibernian Football Club,100000,500000
3332,Wayne,Rooney,Wayne Rooney,2017,985,wayne-rooney,England,Liverpool,England,1985-10-24,Centre-Forward,Attack,right,176,,Triple S Sports,https://img.a.transfermarkt.technology/portrait/header/3332-1551295290.jpg?lm=1,https://www.transfermarkt.co.uk/wayne-rooney/profil/spieler/3332,GB1,Manchester United Football Club,2000000,65000000
3333,James,Milner,James Milner,2023,1237,james-milner,England,Leeds,England,1986-01-04,Central Midfield,Midfield,right,175,2025-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,https://www.transfermarkt.co.uk/james-milner/profil/spieler/3333,GB1,Brighton and Hove Albion Football Club,1000000,21000000
3354,Jonathan,Blondel,Jonathan Blondel,2014,2282,jonathan-blondel,Belgium,Ieper,Belgium,1984-04-03,Defensive Midfield,Midfield,left,173,,,https://img.a.transfermarkt.technology/portrait/header/s_3354_2282_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/jonathan-blondel/profil/spieler/3354,BE1,Club Brugge Koninklijke Voetbalvereniging,500000,3500000
3356,Sylvain,Distin,Sylvain Distin,2015,989,sylvain-distin,France,Bagnolet,France,1977-12-16,Centre-Back,Defender,left,192,,CAA Stellar,https://img.a.transfermarkt.technology/portrait/header/s_3356_29_2013_10_18_1.jpg?lm=1,https://www.transfermarkt.co.uk/sylvain-distin/profil/spieler/3356,GB1,Association Football Club Bournemouth,750000,9000000
3357,Mark,Schwarzer,Mark Schwarzer,2015,1003,mark-schwarzer,Australia,Sydney,Australia,1972-10-06,Goalkeeper,Goalkeeper,,,,,https://img.a.transfermarkt.technology/portrait/header/3357-1461241916.jpg?lm=1,https://www.transfermarkt.co.uk/mark-schwarzer/profil/spieler/3357,GB1,Leicester City,500000,5000000
3366,,KakÃ¡,KakÃ¡,2013,5,kaka,Brazil,Gama,Brazil,1982-04-22,Attacking Midfield,Midfield,both,186,,,https://img.a.transfermarkt.technology/portrait/header/3366-1683638749.jpg?lm=1,https://www.transfermarkt.co.uk/kaka/profil/spieler/3366,IT1,Associazione Calcio Milan,1000000,70000000
3391,Markus,Neumayr,Markus Neumayr,2017,10484,markus-neumayr,Germany,HÃ¶sbach,Germany,1986-03-26,Attacking Midfield,Midfield,right,181,,,https://img.a.transfermarkt.technology/portrait/header/3391-1563701033.jpg?lm=1,https://www.transfermarkt.co.uk/markus-neumayr/profil/spieler/3391,TR1,KasÄ±mpaÅŸa Spor KulÃ¼bÃ¼,200000,1000000
3395,GÃ¡bor,Babos,GÃ¡bor Babos,2014,132,gabor-babos,Hungary,Sopron,Hungary,1974-10-24,Goalkeeper,Goalkeeper,right,196,,,https://img.a.transfermarkt.technology/portrait/header/3395-1418935118.jpg?lm=1,https://www.transfermarkt.co.uk/gabor-babos/profil/spieler/3395,NL1,NAC Breda,50000,2800000
3397,Paul,Scholes,Paul Scholes,2012,985,paul-scholes,England,Salford,England,1974-11-16,Central Midfield,Midfield,right,168,,,https://img.a.transfermarkt.technology/portrait/header/3397-1595498527.jpg?lm=1,https://www.transfermarkt.co.uk/paul-scholes/profil/spieler/3397,GB1,Manchester United Football Club,1000000,25000000
3404,Phil,Neville,Phil Neville,2012,29,phil-neville,England,Bury,England,1977-01-21,Right-Back,Defender,right,180,,,https://img.a.transfermarkt.technology/portrait/header/3404-1411478348.jpg?lm=1,https://www.transfermarkt.co.uk/phil-neville/profil/spieler/3404,GB1,Everton Football Club,1000000,6000000
3405,Wes,Brown,Wes Brown,2015,289,wes-brown,England,Manchester,England,1979-10-13,Centre-Back,Defender,right,184,,,https://img.a.transfermarkt.technology/portrait/header/s_3405_985_2009_1.jpg?lm=1,https://www.transfermarkt.co.uk/wes-brown/profil/spieler/3405,GB1,Sunderland AFC,500000,9000000
3406,Ryan,Giggs,Ryan Giggs,2013,985,ryan-giggs,Wales,Cardiff,Wales,1973-11-29,Left Midfield,Midfield,left,179,,,https://img.a.transfermarkt.technology/portrait/header/3406-1589198838.jpg?lm=1,https://www.transfermarkt.co.uk/ryan-giggs/profil/spieler/3406,GB1,Manchester United Football Club,1000000,25000000
3411,Pablo,Aimar,Pablo Aimar,2012,294,pablo-aimar,Argentina,RÃ­o Cuarto,Argentina,1979-11-03,Attacking Midfield,Midfield,right,170,,,https://img.a.transfermarkt.technology/portrait/header/3411-1603456488.jpg?lm=1,https://www.transfermarkt.co.uk/pablo-aimar/profil/spieler/3411,PO1,Sport Lisboa e Benfica,500000,25000000
3413,Rodrigo,Tello,Rodrigo Tello,2013,2292,rodrigo-tello,Chile,Santiago de Chile,Chile,1979-10-14,Left Winger,Attack,left,170,,,https://img.a.transfermarkt.technology/portrait/header/s_3413_825_2013_09_06_1.jpg?lm=1,https://www.transfermarkt.co.uk/rodrigo-tello/profil/spieler/3413,TR1,Elazigspor,200000,8000000
3417,NicolÃ¡s,Burdisso,NicolÃ¡s Burdisso,2017,416,nicolas-burdisso,Argentina,Altos de ChipiÃ³n,Argentina,1981-04-12,Centre-Back,Defender,right,183,,Martin Guastadisegno,https://img.a.transfermarkt.technology/portrait/header/3417-1448531346.jpg?lm=1,https://www.transfermarkt.co.uk/nicolas-burdisso/profil/spieler/3417,IT1,Torino Calcio,300000,9000000
3428,Dejan,Stankovic,Dejan Stankovic,2012,46,dejan-stankovic,Jugoslawien (SFR),Belgrade,Serbia,1978-09-11,Central Midfield,Midfield,right,181,,,https://img.a.transfermarkt.technology/portrait/header/3428-1461242093.jpg?lm=1,https://www.transfermarkt.co.uk/dejan-stankovic/profil/spieler/3428,IT1,Football Club Internazionale Milano S.p.A.,500000,24500000
3441,Timmy,Simons,Timmy Simons,2017,2282,timmy-simons,Belgium,Diest,Belgium,1976-12-11,Defensive Midfield,Midfield,right,186,,,https://img.a.transfermarkt.technology/portrait/header/3441-1511183634.jpg?lm=1,https://www.transfermarkt.co.uk/timmy-simons/profil/spieler/3441,BE1,Club Brugge Koninklijke Voetbalvereniging,100000,5500000
3447,Ragnvald,Soma,Ragnvald Soma,2012,2778,ragnvald-soma,Norway,Kvernaland,Norway,1979-11-10,Centre-Back,Defender,left,189,,,https://img.a.transfermarkt.technology/portrait/header/s_3447_170_2010_2.jpg?lm=1,https://www.transfermarkt.co.uk/ragnvald-soma/profil/spieler/3447,DK1,Fodbold Club NordsjÃ¦lland,100000,1400000
3455,Zlatan,IbrahimoviÄ‡,Zlatan IbrahimoviÄ‡,2022,5,zlatan-ibrahimoviÄ‡,Sweden,MalmÃ¶,Sweden,1981-10-03,Centre-Forward,Attack,right,195,,Team Raiola,https://img.a.transfermarkt.technology/portrait/header/3455-1579506060.jpg?lm=1,https://www.transfermarkt.co.uk/zlatan-ibrahimovi%C4%87/profil/spieler/3455,IT1,Associazione Calcio Milan,2000000,46000000
3458,Lomana,LuaLua,Lomana LuaLua,2015,19771,lomana-lualua,Zaire,Kinshasa,DR Congo,1980-12-28,Centre-Forward,Attack,right,180,,D&B SPORTS,https://img.a.transfermarkt.technology/portrait/header/s_3458_1506_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/lomana-lualua/profil/spieler/3458,TR1,Akhisarspor,200000,6000000
3461,Jermaine,Jenas,Jermaine Jenas,2012,1039,jermaine-jenas,England,Nottingham,England,1983-02-18,Central Midfield,Midfield,right,181,,,https://img.a.transfermarkt.technology/portrait/header/3461-1598621230.jpg?lm=1,https://www.transfermarkt.co.uk/jermaine-jenas/profil/spieler/3461,GB1,Queens Park Rangers,1500000,15000000
3466,Kevin,Stuhr-Ellegaard,Kevin Stuhr-Ellegaard,2021,1053,kevin-stuhr-ellegaard,Denmark,Kopenhagen,Denmark,1983-05-23,Goalkeeper,Goalkeeper,right,196,,NSG ApS,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/kevin-stuhr-ellegaard/profil/spieler/3466,DK1,Aalborg BK,100000,1500000
3467,Shaun,Wright-Phillips,Shaun Wright-Phillips,2014,1039,shaun-wright-phillips,England,London,England,1981-10-25,Right Winger,Attack,right,166,,Darren Dein,https://img.a.transfermarkt.technology/portrait/header/3467-1464131724.jpg?lm=1,https://www.transfermarkt.co.uk/shaun-wright-phillips/profil/spieler/3467,GB1,Queens Park Rangers,100000,31500000
3473,Thomas,SÃ¶rensen,Thomas SÃ¶rensen,2014,512,thomas-sorensen,Denmark,Fredericia,Denmark,1976-06-12,Goalkeeper,Goalkeeper,right,196,,,https://img.a.transfermarkt.technology/portrait/header/s_3473_512_2009_1.jpg?lm=1,https://www.transfermarkt.co.uk/thomas-sorensen/profil/spieler/3473,GB1,Stoke City,250000,6500000
3476,Brad,Friedel,Brad Friedel,2014,148,brad-friedel,United States,"Lakewood, Ohio",United States,1971-05-18,Goalkeeper,Goalkeeper,,,,,https://img.a.transfermarkt.technology/portrait/header/3476-1505749201.jpg?lm=1,https://www.transfermarkt.co.uk/brad-friedel/profil/spieler/3476,GB1,Tottenham Hotspur Football Club,750000,4000000
3480,Hugo,Viana,Hugo Viana,2012,1075,hugo-viana,Portugal,Barcelos,Portugal,1983-01-15,Attacking Midfield,Midfield,left,178,,Gestifute,https://img.a.transfermarkt.technology/portrait/header/s_3480_1075_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/hugo-viana/profil/spieler/3480,PO1,Sporting Clube de Braga,3000000,9000000
3495,Dudu,Aouate,Dudu Aouate,2012,237,dudu-aouate,Israel,Nazareth Illit,Israel,1977-10-17,Goalkeeper,Goalkeeper,,188,,,https://img.a.transfermarkt.technology/portrait/header/s_3495_237_2012_10_24_1.jpg?lm=1,https://www.transfermarkt.co.uk/dudu-aouate/profil/spieler/3495,ES1,Real Club Deportivo Mallorca S.A.D.,100000,3500000
3507,Christian,Abbiati,Christian Abbiati,2015,5,christian-abbiati,Italy,Abbiategrasso,Italy,1977-07-08,Goalkeeper,Goalkeeper,right,191,,,https://img.a.transfermarkt.technology/portrait/header/3507-1455536201.jpg?lm=1,https://www.transfermarkt.co.uk/christian-abbiati/profil/spieler/3507,IT1,Associazione Calcio Milan,500000,6500000
3515,Mark,van Bommel,Mark van Bommel,2012,383,mark-van-bommel,Netherlands,Maasbracht,Netherlands,1977-04-22,Defensive Midfield,Midfield,right,186,,,https://img.a.transfermarkt.technology/portrait/header/3515-1461328878.jpg?lm=1,https://www.transfermarkt.co.uk/mark-van-bommel/profil/spieler/3515,NL1,Eindhovense Voetbalvereniging Philips Sport Vereniging,800000,15000000
3525,Sylvain,Armand,Sylvain Armand,2016,273,sylvain-armand,France,Saint-Ã‰tienne,France,1980-08-01,Left-Back,Defender,left,182,,LÃ©andre Chouya,https://img.a.transfermarkt.technology/portrait/header/3525-1448381751.png?lm=1,https://www.transfermarkt.co.uk/sylvain-armand/profil/spieler/3525,FR1,Stade Rennais Football Club,250000,7500000
3530,Jan,Polak,Jan Polak,2013,82,jan-polak,CSSR,BrÃ¼nn,Czech Republic,1981-03-14,Defensive Midfield,Midfield,,,,,https://img.a.transfermarkt.technology/portrait/header/3530-1436353055.jpg?lm=1,https://www.transfermarkt.co.uk/jan-polak/profil/spieler/3530,L1,Verein fÃ¼r LeibesÃ¼bungen Wolfsburg,100000,7500000
3531,Robert,Vittek,Robert Vittek,2012,6890,robert-vittek,CSSR,Bratislava,Slovakia,1982-04-01,Centre-Forward,Attack,both,188,,,https://img.a.transfermarkt.technology/portrait/header/3531-1581917638.png?lm=1,https://www.transfermarkt.co.uk/robert-vittek/profil/spieler/3531,TR1,Ä°stanbul BaÅŸakÅŸehir Futbol KulÃ¼bÃ¼,150000,6000000
3534,Roy,Carroll,Roy Carroll,2013,683,roy-carroll,Northern Ireland,Enniskillen,Northern Ireland,1977-09-30,Goalkeeper,Goalkeeper,right,189,,,https://img.a.transfermarkt.technology/portrait/header/3534-1464948583.jpg?lm=1,https://www.transfermarkt.co.uk/roy-carroll/profil/spieler/3534,GR1,Olympiakos Syndesmos Filathlon Peiraios,150000,2700000
3535,,Ricardo,Ricardo,2012,331,ricardo,Spain,Madrid,Spain,1971-12-30,Goalkeeper,Goalkeeper,left,187,,GLOBAL ASES,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/ricardo/profil/spieler/3535,ES1,Club AtlÃ©tico Osasuna,100000,4400000
3539,Luke,Steele,Luke Steele,2017,265,luke-steele,England,Peterborough,England,1984-09-24,Goalkeeper,Goalkeeper,right,188,,,https://img.a.transfermarkt.technology/portrait/header/3539-1541148394.JPG?lm=1,https://www.transfermarkt.co.uk/luke-steele/profil/spieler/3539,GR1,Panathinaikos Athlitikos Omilos,150000,1500000
3540,John,O'Shea,John O'Shea,2016,289,john-oshea,Ireland,Waterford,Ireland,1981-04-30,Centre-Back,Defender,right,192,,,https://img.a.transfermarkt.technology/portrait/header/3540-1498839759.jpg?lm=1,https://www.transfermarkt.co.uk/john-oshea/profil/spieler/3540,GB1,Sunderland AFC,500000,7000000
3547,Darren,Fletcher,Darren Fletcher,2017,512,darren-fletcher,Scotland,Dalkeith,Scotland,1984-02-01,Central Midfield,Midfield,right,184,,,https://img.a.transfermarkt.technology/portrait/header/3547-1470302082.jpg?lm=1,https://www.transfermarkt.co.uk/darren-fletcher/profil/spieler/3547,GB1,Stoke City,1000000,22000000
3548,Kieran,Richardson,Kieran Richardson,2015,405,kieran-richardson,England,London,England,1984-10-21,Left-Back,Defender,left,177,,,https://img.a.transfermarkt.technology/portrait/header/3548-1410950645.jpg?lm=1,https://www.transfermarkt.co.uk/kieran-richardson/profil/spieler/3548,GB1,Aston Villa Football Club,1500000,8250000
3560,Jerome,Thomas,Jerome Thomas,2014,873,jerome-thomas,England,London,England,1983-03-23,Left Winger,Attack,left,177,,,https://img.a.transfermarkt.technology/portrait/header/s_3560_873_2013_10_18_1.jpg?lm=1,https://www.transfermarkt.co.uk/jerome-thomas/profil/spieler/3560,GB1,Crystal Palace Football Club,250000,3500000
3562,Steve,Harper,Steve Harper,2015,289,steve-harper,England,Easington,England,1975-03-14,Goalkeeper,Goalkeeper,right,188,,,https://img.a.transfermarkt.technology/portrait/header/s_3562_762_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/steve-harper/profil/spieler/3562,GB1,Sunderland AFC,250000,3000000
3564,Adam,Collin,Adam Collin,2015,370,adam-collin,England,Penrith,England,1984-12-09,Goalkeeper,Goalkeeper,right,195,,,https://img.a.transfermarkt.technology/portrait/header/s_3564_1194_2013_09_23_1.jpg?lm=1,https://www.transfermarkt.co.uk/adam-collin/profil/spieler/3564,SC1,Aberdeen Football Club,250000,250000
3569,Steed,Malbranque,Steed Malbranque,2016,1162,steed-malbranque,Belgium,Mouscron,France,1980-01-06,Central Midfield,Midfield,right,171,,,https://img.a.transfermarkt.technology/portrait/header/3569-1448021500.jpg?lm=1,https://www.transfermarkt.co.uk/steed-malbranque/profil/spieler/3569,FR1,SM Caen,200000,9000000
3573,Julien,EscudÃ©,Julien EscudÃ©,2013,114,julien-escude,France,Chartres,France,1979-08-17,Centre-Back,Defender,left,184,,,https://img.a.transfermarkt.technology/portrait/header/s_3573_114_2013_08_05_1.jpg?lm=1,https://www.transfermarkt.co.uk/julien-escude/profil/spieler/3573,TR1,BeÅŸiktaÅŸ Jimnastik KulÃ¼bÃ¼,800000,7000000
3575,MickaÃ«l,Landreau,MickaÃ«l Landreau,2013,595,mickael-landreau,France,Machecoul,France,1979-05-14,Goalkeeper,Goalkeeper,right,184,,JL Sport Consulting,https://img.a.transfermarkt.technology/portrait/header/s_3575_595_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/mickael-landreau/profil/spieler/3575,FR1,SC Bastia,1750000,11000000
